n_satellites,time_cost,energy_cost
1,8.666666666666668,107.89411766702308
2,11.259391531017343,133.8920769886485
3,13.88675718674897,160.23738897293927
4,16.522891431119284,186.67062598694338
5,19.162543924599724,213.13914144429725
6,21.803957772848072,239.6253184862784
7,24.446378765349582,266.1215944383618
8,27.089429462864125,292.62418461434845
9,29.732900065614032,319.13098529464986
10,32.376664650340444,345.64073381240644
