n_satellites,time_cost,energy_cost
1,8.666666666666668,107.89411766702308
2,12.0,127.89411766702308
3,15.333333333333334,147.89411766702307
4,18.666666666666668,167.89411766702307
5,22.0,187.89411766702307
6,25.333333333333332,207.89411766702307
7,28.666666666666664,227.89411766702307
8,31.999999999999996,247.89411766702307
9,35.33333333333333,267.89411766702307
10,38.666666666666664,287.89411766702307
